GENE	DRIVER_FREQUENCY	DRIVER_SNV_FREQUENCY	DRIVER_DELTION_FREQUENCY	DRIVER_AMPLIFICATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER	IMPACT	MUTATION_FREQUENCY	SNV_FREQUENCY	DELTION_FREQUENCY	AMPLIFICATION_FREQUENCY
PPP2R5C	0.005	0.005	0.000	0.000	-	-	5.3511461324551	0.016	0.016	0.000	0.000
CEBPA	0.005	0.000	0.000	0.005	CC	PC	5.3511461324551	0.010	0.000	0.000	0.010
SNTB1	0.042	0.000	0.000	0.042	-	-	5.13379456339612	0.089	0.016	0.000	0.073
ANGPT1	0.047	0.010	0.000	0.036	-	-	5.12321794900235	0.099	0.021	0.000	0.078
NCOA2	0.016	0.016	0.000	0.000	CC	-	5.10031554330919	0.109	0.052	0.000	0.057
MXRA5	0.031	0.026	0.005	0.000	-	-	5.07405705332979	0.073	0.068	0.005	0.000
MYBL2	0.016	0.016	0.000	0.000	-	-	5.07310268847734	0.036	0.036	0.000	0.000
PAX3	0.016	0.016	0.000	0.000	CC	-	5.06655861026208	0.021	0.021	0.000	0.000
COL6A3	0.036	0.036	0.000	0.000	-	-	5.05972581662882	0.062	0.062	0.000	0.000
LAMA5	0.052	0.047	0.000	0.005	-	-	5.03360162068687	0.062	0.057	0.000	0.005
BLK	0.042	0.005	0.036	0.000	-	-	5.00267409416185	0.068	0.010	0.057	0.000
ACTL6A	0.005	0.005	0.000	0.000	-	-	4.97366705996943	0.005	0.005	0.000	0.000
POLD1	0.010	0.010	0.000	0.000	-	-	4.89083183325777	0.016	0.016	0.000	0.000
LAMA2	0.031	0.031	0.000	0.000	-	-	4.84562915753682	0.052	0.052	0.000	0.000
USP34	0.005	0.005	0.000	0.000	-	-	4.77082671472402	0.042	0.042	0.000	0.000
PAPPA	0.005	0.005	0.000	0.000	-	-	4.77082671472402	0.026	0.026	0.000	0.000
LEF1	0.005	0.000	0.005	0.000	-	-	4.72542089339146	0.016	0.010	0.005	0.000
PARP1	0.010	0.010	0.000	0.000	-	-	4.46535992980037	0.036	0.026	0.000	0.010
RAPGEF1	0.010	0.010	0.000	0.000	-	-	4.42510185661272	0.016	0.016	0.000	0.000
SRC	0.010	0.010	0.000	0.000	-	-	4.36797528788888	0.010	0.010	0.000	0.000
PINX1	0.021	0.000	0.021	0.000	-	-	4.20688492306241	0.068	0.016	0.052	0.000
DNAH6	0.068	0.068	0.000	0.000	-	-	4.05365118752301	0.125	0.125	0.000	0.000
ATM	0.005	0.005	0.000	0.000	CC	PC	3.85507493781021	0.052	0.052	0.000	0.000
VIM	0.021	0.010	0.000	0.010	-	-	3.81942771151294	0.026	0.016	0.000	0.010
ERBB4	0.010	0.010	0.000	0.000	-	-	3.79625158044524	0.026	0.026	0.000	0.000
EFTUD2	0.010	0.010	0.000	0.000	-	-	3.75451752622294	0.026	0.021	0.000	0.005
PPP2R1A	0.016	0.016	0.000	0.000	CC	PC	3.7283451525111	0.021	0.021	0.000	0.000
RUVBL1	0.005	0.005	0.000	0.000	-	-	3.72536795225522	0.010	0.010	0.000	0.000
MAPK7	0.010	0.010	0.000	0.000	-	-	3.72295326804337	0.036	0.021	0.005	0.010
IRAK4	0.005	0.005	0.000	0.000	-	-	3.69666047487789	0.031	0.031	0.000	0.000
STAT1	0.016	0.016	0.000	0.000	-	-	3.64604047792027	0.026	0.026	0.000	0.000
COL7A1	0.010	0.010	0.000	0.000	-	-	3.40545858038258	0.047	0.047	0.000	0.000
MYC	0.042	0.005	0.000	0.036	CC	-	3.36318833701051	0.089	0.010	0.000	0.078
FANCD2	0.010	0.010	0.000	0.000	CC	-	3.35053776305217	0.073	0.073	0.000	0.000
ITGAD	0.026	0.026	0.000	0.000	-	-	3.3451232718098	0.042	0.042	0.000	0.000
PLCB1	0.016	0.016	0.000	0.000	-	-	3.31695683157416	0.052	0.052	0.000	0.000
COL5A1	0.016	0.016	0.000	0.000	-	-	3.29307671252283	0.036	0.036	0.000	0.000
VPS33A	0.005	0.005	0.000	0.000	-	-	3.29081531729051	0.042	0.042	0.000	0.000
UNC13B	0.005	0.005	0.000	0.000	-	-	3.29081531729051	0.026	0.026	0.000	0.000
SYNCRIP	0.005	0.005	0.000	0.000	-	-	3.29081531729051	0.021	0.016	0.000	0.005
PIAS3	0.021	0.005	0.000	0.016	-	-	3.25527796755351	0.031	0.005	0.000	0.026
RASGRF1	0.016	0.016	0.000	0.000	-	-	3.20656769945842	0.026	0.026	0.000	0.000
PYGO2	0.010	0.000	0.000	0.010	-	-	3.20209997359101	0.036	0.005	0.000	0.031
BCLAF1	0.010	0.010	0.000	0.000	-	PC	3.17986677177483	0.047	0.047	0.000	0.000
SDC3	0.005	0.005	0.000	0.000	-	-	3.17207908325143	0.005	0.005	0.000	0.000
DAG1	0.005	0.005	0.000	0.000	-	-	3.17207908325143	0.005	0.005	0.000	0.000
PCDHGA12	0.005	0.005	0.000	0.000	-	-	3.1648431053273	0.010	0.010	0.000	0.000
LOX	0.005	0.005	0.000	0.000	-	-	3.1648431053273	0.005	0.005	0.000	0.000
ITGAM	0.016	0.016	0.000	0.000	-	-	3.1567856266168	0.021	0.021	0.000	0.000
PIK3R3	0.010	0.010	0.000	0.000	-	-	3.12740320417921	0.016	0.016	0.000	0.000
UTRN	0.021	0.021	0.000	0.000	-	-	3.05699094461519	0.057	0.057	0.000	0.000
ZFHX3	0.016	0.016	0.000	0.000	-	PC	3.04145291897334	0.036	0.036	0.000	0.000
TGFBR1	0.005	0.005	0.000	0.000	-	-	3.00802972444679	0.021	0.021	0.000	0.000
DNMT1	0.005	0.005	0.000	0.000	-	-	3.00802972444679	0.010	0.010	0.000	0.000
RELN	0.016	0.016	0.000	0.000	-	-	2.93590762102571	0.057	0.057	0.000	0.000
COL4A1	0.016	0.016	0.000	0.000	-	-	2.81927444019217	0.021	0.021	0.000	0.000
COL1A2	0.005	0.000	0.000	0.005	-	-	2.80051538858219	0.026	0.016	0.000	0.010
TSC2	0.026	0.026	0.000	0.000	CC	PC	2.76919845933571	0.062	0.062	0.000	0.000
GTF2B	0.026	0.026	0.000	0.000	-	-	2.72180804612568	0.026	0.026	0.000	0.000
SP1	0.010	0.010	0.000	0.000	-	-	2.70902482756076	0.010	0.010	0.000	0.000
PDGFRA	0.016	0.016	0.000	0.000	CC	PC	2.65509922000682	0.036	0.036	0.000	0.000
PAK7	0.016	0.016	0.000	0.000	-	-	2.64614773986211	0.031	0.031	0.000	0.000
COMP	0.016	0.005	0.000	0.010	-	-	2.64183778380301	0.021	0.010	0.000	0.010
ANK3	0.026	0.026	0.000	0.000	-	-	2.63457071259562	0.047	0.047	0.000	0.000
COL19A1	0.010	0.010	0.000	0.000	-	-	2.59687543356071	0.031	0.031	0.000	0.000
FAS	0.005	0.005	0.000	0.000	-	-	2.55842846638668	0.010	0.010	0.000	0.000
SMC1A	0.010	0.010	0.000	0.000	-	PC	2.50230630482394	0.026	0.026	0.000	0.000
HGF	0.010	0.010	0.000	0.000	-	PC	2.4227415441078	0.052	0.047	0.000	0.005
SGK1	0.005	0.005	0.000	0.000	-	PC	2.39061594497563	0.021	0.021	0.000	0.000
PROC	0.005	0.005	0.000	0.000	-	-	2.39061594497563	0.010	0.010	0.000	0.000
ITGA2B	0.021	0.021	0.000	0.000	-	-	2.36324331700668	0.036	0.031	0.000	0.005
F2	0.010	0.010	0.000	0.000	-	-	2.34246266843378	0.010	0.010	0.000	0.000
LAMA4	0.021	0.021	0.000	0.000	-	-	2.32896386755237	0.042	0.042	0.000	0.000
TCF7L2	0.021	0.021	0.000	0.000	CC	PC	2.21742434883145	0.026	0.026	0.000	0.000
NCSTN	0.021	0.005	0.000	0.016	-	-	2.115546616774	0.036	0.016	0.000	0.021
PBX1	0.010	0.005	0.000	0.005	CC	-	2.06694224115203	0.052	0.031	0.000	0.021
ITGB3	0.005	0.005	0.000	0.000	-	-	2.0564568810431	0.010	0.005	0.000	0.005
HMGA1	0.005	0.005	0.000	0.000	CC	-	2.0564568810431	0.010	0.005	0.000	0.005
IFI16	0.005	0.000	0.000	0.005	-	-	2.04259662133753	0.031	0.016	0.000	0.021
TNPO1	0.021	0.021	0.000	0.000	-	-	1.90141297634606	0.031	0.031	0.000	0.000
CDH3	0.010	0.010	0.000	0.000	-	-	1.89397907648724	0.021	0.021	0.000	0.000
RPS6KB1	0.005	0.005	0.000	0.000	-	-	1.87681680831006	0.026	0.016	0.000	0.010
RFC1	0.005	0.005	0.000	0.000	-	-	1.87681680831006	0.036	0.031	0.000	0.005
GLI3	0.005	0.005	0.000	0.000	-	-	1.87681680831006	0.052	0.052	0.000	0.000
ATF1	0.005	0.005	0.000	0.000	CC	-	1.87681680831006	0.010	0.010	0.000	0.000
HLA-B	0.005	0.005	0.000	0.000	-	PC	1.81264340264774	0.042	0.026	0.000	0.016
FLT1	0.005	0.005	0.000	0.000	-	-	1.81264340264774	0.042	0.036	0.000	0.005
CD1E	0.021	0.010	0.000	0.010	-	-	1.74067525960794	0.042	0.021	0.000	0.021
SMARCC2	0.010	0.010	0.000	0.000	-	-	1.71636565679885	0.036	0.036	0.000	0.000
MST1	0.010	0.010	0.000	0.000	-	PC	1.69910848374358	0.031	0.031	0.000	0.000
ABL1	0.005	0.005	0.000	0.000	CC	PC	1.69208607410128	0.005	0.005	0.000	0.000
LPL	0.052	0.010	0.042	0.000	-	-	1.64449026109182	0.062	0.016	0.047	0.000
ERBB3	0.031	0.031	0.000	0.000	-	-	1.63039898444838	0.036	0.036	0.000	0.000
ADAM9	0.026	0.016	0.005	0.005	-	-	1.62306394839749	0.062	0.021	0.031	0.010
TFAP2A	0.016	0.000	0.000	0.016	-	-	1.49841395091493	0.021	0.005	0.000	0.016
RARG	0.021	0.021	0.000	0.000	-	-	1.41479093229719	0.026	0.026	0.000	0.000
APC	0.016	0.016	0.000	0.000	CC	PC	1.40789519717448	0.036	0.036	0.000	0.000
MET	0.005	0.000	0.000	0.005	CC	-	1.39542690855068	0.016	0.005	0.000	0.010
SUPT5H	0.005	0.005	0.000	0.000	-	-	1.36786685188901	0.021	0.010	0.000	0.010
TP73	0.010	0.005	0.005	0.000	-	-	1.34855240483961	0.010	0.005	0.005	0.000
DSP	0.021	0.021	0.000	0.000	-	-	1.34714275960688	0.057	0.042	0.000	0.016
HSF1	0.010	0.000	0.000	0.010	-	-	1.33618008141034	0.010	0.000	0.000	0.010
PBRM1	0.010	0.010	0.000	0.000	CC	PC	1.30987400082493	0.031	0.031	0.000	0.000
LAMB3	0.010	0.010	0.000	0.000	-	-	1.29564717250306	0.021	0.016	0.000	0.005
MPP5	0.010	0.010	0.000	0.000	-	-	1.27634096939594	0.016	0.016	0.000	0.000
PRKCA	0.010	0.010	0.000	0.000	-	-	1.25725767022726	0.016	0.010	0.000	0.005
DLG4	0.021	0.016	0.005	0.000	-	-	1.23169216966521	0.031	0.016	0.016	0.000
SMARCE1	0.005	0.005	0.000	0.000	-	-	1.21307221481493	0.021	0.016	0.000	0.005
ERBB2	0.010	0.005	0.000	0.005	CC	PC	1.12683244760839	0.016	0.010	0.000	0.005
APEX1	0.010	0.010	0.000	0.000	-	-	1.12666466918074	0.010	0.010	0.000	0.000
SSH2	0.005	0.005	0.000	0.000	-	-	1.11909562951733	0.021	0.016	0.000	0.005
BCAR1	0.005	0.005	0.000	0.000	-	-	1.11909562951733	0.010	0.010	0.000	0.000
C3	0.005	0.005	0.000	0.000	-	-	1.11597548092824	0.047	0.047	0.000	0.000
TCF7	0.010	0.010	0.000	0.000	-	PC	1.09806569305616	0.021	0.021	0.000	0.000
ASAP2	0.005	0.000	0.000	0.005	-	-	1.07593040906793	0.036	0.031	0.000	0.005
ALB	0.073	0.073	0.000	0.000	-	-	1.03935079601346	0.083	0.083	0.000	0.000
GRB7	0.005	0.000	0.000	0.005	-	-	1.03702767886311	0.016	0.010	0.000	0.005
ZHX1	0.005	0.005	0.000	0.000	-	-	1.01448346192848	0.083	0.021	0.000	0.068
FLI1	0.005	0.005	0.000	0.000	CC	-	0.951749661679266	0.005	0.005	0.000	0.000
HLA-DRB1	0.120	0.021	0.005	0.099	-	-	0.853287103256797	0.182	0.021	0.005	0.161
NOS2	0.010	0.010	0.000	0.000	-	-	0.841751379424833	0.047	0.042	0.000	0.005
PPARA	0.005	0.005	0.000	0.000	-	-	0.826677988548104	0.016	0.016	0.000	0.000
KRAS	0.010	0.010	0.000	0.000	CC	PC	0.826285244547092	0.021	0.021	0.000	0.000
COL6A6	0.036	0.036	0.000	0.000	-	-	0.814516077496205	0.089	0.089	0.000	0.000
RBMY1A1	0.052	0.000	0.052	0.000	-	-	0.804719650372606	0.161	0.000	0.156	0.005
SMAD3	0.016	0.016	0.000	0.000	-	-	0.787747002049301	0.021	0.021	0.000	0.000
STAT4	0.016	0.016	0.000	0.000	-	-	0.770193904064412	0.031	0.031	0.000	0.000
PAK4	0.005	0.000	0.000	0.005	-	-	0.711768786720286	0.021	0.010	0.000	0.010
AKT2	0.005	0.000	0.000	0.005	CC	-	0.711768786720286	0.026	0.016	0.000	0.010
COL12A1	0.026	0.026	0.000	0.000	-	-	0.688738611409166	0.073	0.073	0.000	0.000
PRKCB	0.005	0.005	0.000	0.000	-	-	0.664656552618276	0.010	0.010	0.000	0.000
IRF6	0.005	0.000	0.000	0.005	-	-	0.664656552618276	0.016	0.010	0.000	0.005
GNAI1	0.005	0.005	0.000	0.000	-	PC	0.643704592501661	0.005	0.005	0.000	0.000
TNF	0.010	0.010	0.000	0.000	-	-	0.610901170482762	0.021	0.010	0.000	0.010
PCDH15	0.021	0.021	0.000	0.000	-	-	0.599706938744059	0.052	0.052	0.000	0.000
GMIP	0.005	0.005	0.000	0.000	-	-	0.588374569993151	0.031	0.021	0.000	0.010
APP	0.005	0.005	0.000	0.000	-	-	0.588374569993151	0.026	0.021	0.005	0.000
TNC	0.005	0.005	0.000	0.000	-	-	0.568974737792531	0.042	0.042	0.000	0.000
COL4A2	0.005	0.005	0.000	0.000	-	-	0.563185170207797	0.042	0.042	0.000	0.000
UGT2B17	0.099	0.000	0.099	0.000	-	-	0.558618910055318	0.266	0.000	0.266	0.000
GEM	0.010	0.005	0.000	0.005	-	-	0.51717974310416	0.068	0.005	0.000	0.062
MT-CYB	0.005	0.005	0.000	0.000	-	-	0.48899019882916	0.078	0.078	0.000	0.000
PYGO1	0.005	0.005	0.000	0.000	-	-	0.476856761444656	0.005	0.005	0.000	0.000
