GENE	DRIVER_FREQUENCY	DRIVER_SNV_FREQUENCY	DRIVER_DELTION_FREQUENCY	DRIVER_AMPLIFICATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER	IMPACT	MUTATION_FREQUENCY	SNV_FREQUENCY	DELTION_FREQUENCY	AMPLIFICATION_FREQUENCY
RXRG	0.029	0.024	0.000	0.004	-	-	11.1133504889815	0.033	0.029	0.000	0.004
MET	0.031	0.024	0.000	0.007	CC	-	10.9795298008834	0.038	0.029	0.000	0.009
UTRN	0.020	0.020	0.000	0.000	-	-	10.9141803208409	0.053	0.053	0.000	0.000
CNTN1	0.029	0.029	0.000	0.000	-	-	10.9095702501951	0.058	0.058	0.000	0.000
CCNE1	0.011	0.002	0.000	0.009	CC	-	10.6950248462744	0.027	0.009	0.000	0.018
EPHA3	0.046	0.044	0.002	0.000	-	-	10.5534168467711	0.080	0.077	0.002	0.000
ROCK1	0.020	0.020	0.000	0.000	-	-	10.5424135420373	0.033	0.033	0.000	0.000
HSPG2	0.027	0.027	0.000	0.000	-	-	10.5406872399024	0.049	0.049	0.000	0.000
ITGAM	0.022	0.022	0.000	0.000	-	-	10.5366062631521	0.046	0.046	0.000	0.000
MYC	0.022	0.000	0.000	0.022	CC	-	10.496472332136	0.046	0.007	0.000	0.040
RYR3	0.029	0.029	0.000	0.000	-	-	10.4118546939157	0.164	0.164	0.000	0.000
PLCG1	0.009	0.009	0.000	0.000	-	PC	10.3922329498459	0.018	0.018	0.000	0.000
CACNA1C	0.049	0.046	0.000	0.002	-	-	10.3741381485688	0.091	0.086	0.000	0.004
FLT1	0.027	0.024	0.000	0.002	-	-	10.114607727379	0.051	0.049	0.000	0.002
COL1A2	0.018	0.018	0.000	0.000	-	-	10.0683368186601	0.064	0.062	0.000	0.002
NEB	0.071	0.071	0.000	0.000	-	PC	9.85328217726517	0.115	0.115	0.000	0.000
FAT1	0.027	0.027	0.000	0.000	-	-	9.60232630427997	0.113	0.113	0.000	0.000
COL5A2	0.024	0.024	0.000	0.000	-	-	9.47494302220468	0.082	0.082	0.000	0.002
CTNND2	0.049	0.044	0.000	0.011	-	-	9.44949603906646	0.117	0.100	0.000	0.027
LRP5	0.022	0.022	0.000	0.000	-	-	9.44080817381225	0.027	0.027	0.000	0.000
FGF6	0.013	0.009	0.000	0.004	-	-	9.2249153446001	0.020	0.015	0.000	0.004
TNC	0.029	0.029	0.000	0.000	-	-	9.19579112536305	0.044	0.044	0.000	0.000
PIK3C3	0.015	0.013	0.000	0.002	-	-	9.00274372630264	0.024	0.020	0.000	0.004
PLXNA4	0.080	0.080	0.000	0.000	-	-	8.95636467275912	0.102	0.102	0.000	0.000
EPHA4	0.015	0.015	0.000	0.000	-	-	8.93230380703456	0.029	0.029	0.000	0.000
COL14A1	0.024	0.020	0.000	0.004	-	-	8.81368314673305	0.093	0.084	0.000	0.011
JUN	0.013	0.007	0.002	0.004	CC	-	8.80194531855375	0.013	0.007	0.002	0.004
MMP2	0.024	0.024	0.000	0.000	-	PC	8.79042490216689	0.044	0.044	0.000	0.000
JAK2	0.020	0.018	0.002	0.000	CC	PC	8.73955463420541	0.033	0.029	0.002	0.002
SLIT2	0.069	0.066	0.000	0.002	-	-	8.64261899860488	0.095	0.093	0.000	0.002
BRAF	0.031	0.031	0.000	0.000	CC	PC	8.57829070699948	0.073	0.073	0.000	0.002
NTRK1	0.011	0.007	0.000	0.004	CC	-	8.51671802783444	0.022	0.015	0.000	0.007
ANK1	0.046	0.038	0.002	0.009	-	-	8.34837642004559	0.091	0.077	0.002	0.013
ERBB3	0.018	0.018	0.000	0.000	-	-	8.30900394619584	0.020	0.020	0.000	0.000
SPTA1	0.201	0.199	0.000	0.007	-	-	8.14017451245583	0.254	0.252	0.000	0.007
ANGPT1	0.020	0.011	0.000	0.011	-	-	8.0213581935284	0.035	0.027	0.000	0.011
KRT1	0.009	0.009	0.000	0.000	-	-	7.98127997268452	0.027	0.027	0.000	0.000
ACTN4	0.015	0.007	0.000	0.009	-	-	7.97879365222673	0.018	0.009	0.000	0.011
GRM3	0.018	0.018	0.000	0.000	-	-	7.87370388825386	0.042	0.042	0.000	0.000
DSG3	0.031	0.031	0.000	0.000	-	-	7.83738554154597	0.062	0.055	0.000	0.007
FLNA	0.031	0.027	0.000	0.004	-	-	7.78652971303106	0.055	0.049	0.000	0.007
PLCE1	0.029	0.029	0.000	0.000	-	-	7.68872879647244	0.044	0.044	0.000	0.000
WT1	0.020	0.020	0.000	0.000	CC	PC	7.66782806621066	0.024	0.024	0.000	0.000
RAP1B	0.029	0.004	0.000	0.024	-	-	7.65563672692011	0.031	0.004	0.000	0.027
PI4KA	0.020	0.018	0.000	0.002	-	-	7.48107980096378	0.031	0.027	0.000	0.004
FBN2	0.031	0.031	0.000	0.000	-	PC	7.47776540972271	0.175	0.173	0.000	0.002
ARHGEF6	0.022	0.015	0.000	0.007	-	PC	7.25276980489477	0.049	0.038	0.000	0.011
HLA-DRB1	0.027	0.000	0.000	0.027	-	-	7.25021676116854	0.162	0.000	0.000	0.162
NCOR2	0.011	0.011	0.000	0.000	-	PC	7.22433508284616	0.053	0.053	0.000	0.000
INPP5D	0.013	0.013	0.000	0.000	-	-	7.20951622929685	0.042	0.042	0.000	0.000
PIK3CB	0.022	0.022	0.000	0.000	-	PC	7.18973139907814	0.027	0.027	0.000	0.000
PIK3R5	0.013	0.011	0.002	0.000	-	-	7.17638897795763	0.024	0.022	0.002	0.000
RASGRP4	0.015	0.009	0.000	0.007	-	-	7.13191454490145	0.029	0.018	0.000	0.011
AKT2	0.018	0.011	0.000	0.007	CC	-	7.08010134182824	0.022	0.013	0.000	0.009
DAB1	0.015	0.013	0.002	0.000	-	-	6.95117305725943	0.042	0.038	0.002	0.002
THBS2	0.009	0.009	0.000	0.000	-	-	6.94165706038412	0.064	0.064	0.000	0.000
COL22A1	0.020	0.015	0.000	0.004	-	-	6.80673589130521	0.106	0.100	0.000	0.007
ITGA6	0.007	0.007	0.000	0.000	-	PC	6.77757609126932	0.015	0.015	0.000	0.000
LAMC3	0.020	0.020	0.000	0.000	-	-	6.76586229930921	0.044	0.044	0.000	0.000
PTPRD	0.046	0.046	0.000	0.000	-	-	6.70780889890276	0.170	0.166	0.002	0.002
ARID1A	0.018	0.018	0.000	0.000	CC	PC	6.66454138308716	0.086	0.086	0.000	0.000
BRCA1	0.020	0.020	0.000	0.000	CC	PC	6.66122728425055	0.044	0.042	0.000	0.002
LAMC1	0.015	0.013	0.000	0.002	-	-	6.6169738036651	0.046	0.044	0.000	0.002
ITGAL	0.018	0.018	0.000	0.002	-	-	6.54168598841117	0.058	0.055	0.000	0.004
GRIN2A	0.040	0.040	0.000	0.000	-	-	6.50809525439552	0.097	0.097	0.000	0.000
FRS2	0.031	0.011	0.000	0.020	-	-	6.45139009868521	0.046	0.020	0.000	0.029
PIK3C2G	0.009	0.007	0.000	0.002	-	-	6.41780155884639	0.038	0.033	0.000	0.004
PRKD1	0.013	0.004	0.000	0.009	-	-	6.36844510679306	0.062	0.044	0.000	0.018
FGF10	0.018	0.004	0.000	0.013	-	-	6.36599547273964	0.044	0.020	0.000	0.024
EPHA5	0.018	0.018	0.000	0.000	-	-	6.34966740579608	0.122	0.119	0.000	0.002
GRB2	0.015	0.013	0.000	0.002	-	-	6.33999534899587	0.020	0.018	0.000	0.002
PPFIBP1	0.009	0.009	0.000	0.000	-	-	6.33468813709751	0.022	0.011	0.000	0.011
RAC2	0.004	0.000	0.000	0.004	-	-	6.2351262280754	0.007	0.002	0.000	0.004
IL2RB	0.004	0.002	0.000	0.004	-	-	6.2351262280754	0.015	0.013	0.000	0.004
NCOA2	0.013	0.011	0.000	0.002	CC	-	6.22045972765215	0.046	0.033	0.000	0.013
MLLT4	0.018	0.018	0.000	0.000	CC	PC	6.17764787700239	0.024	0.024	0.000	0.000
RHOA	0.009	0.009	0.000	0.000	-	PC	6.10285022307144	0.009	0.009	0.000	0.000
FYN	0.015	0.015	0.000	0.000	-	-	5.99007245036976	0.015	0.015	0.000	0.000
TNNI1	0.004	0.002	0.000	0.002	-	-	5.93349349594533	0.015	0.009	0.000	0.007
LCK	0.009	0.009	0.000	0.000	CC	-	5.89966959749968	0.013	0.013	0.000	0.000
PRKCG	0.020	0.020	0.000	0.000	-	-	5.89056372643227	0.031	0.031	0.000	0.000
DSG1	0.020	0.018	0.000	0.002	-	-	5.81528731074825	0.046	0.040	0.000	0.007
CHEK2	0.007	0.007	0.000	0.000	CC	PC	5.78465642203825	0.049	0.049	0.000	0.000
ACAN	0.042	0.042	0.000	0.000	-	-	5.74793187701439	0.091	0.091	0.000	0.000
CAMK2B	0.020	0.013	0.000	0.007	-	-	5.73542393790188	0.033	0.027	0.000	0.007
SVEP1	0.009	0.009	0.000	0.000	-	-	5.69732443191189	0.102	0.102	0.000	0.000
PLCB4	0.018	0.018	0.000	0.000	-	-	5.68709661728369	0.051	0.051	0.000	0.000
ITGB2	0.011	0.011	0.000	0.000	-	-	5.65910653990032	0.015	0.015	0.000	0.000
MYH6	0.013	0.011	0.000	0.002	-	-	5.62173111658027	0.082	0.077	0.000	0.004
RET	0.007	0.007	0.000	0.000	CC	-	5.56847416292829	0.031	0.031	0.000	0.000
ATR	0.011	0.011	0.000	0.000	-	PC	5.55659085572149	0.035	0.035	0.000	0.000
PAK4	0.004	0.002	0.000	0.002	-	-	5.54245706928963	0.020	0.011	0.000	0.011
COL9A1	0.011	0.009	0.002	0.000	-	-	5.52952935802253	0.053	0.051	0.002	0.000
PIK3C2B	0.018	0.015	0.000	0.002	-	-	5.48832236901275	0.064	0.058	0.000	0.007
LAMB2	0.015	0.015	0.000	0.000	-	-	5.37585055149987	0.031	0.031	0.000	0.000
NRXN3	0.020	0.020	0.000	0.000	-	-	5.26977738719612	0.077	0.077	0.000	0.000
HRAS	0.004	0.002	0.002	0.000	CC	PC	5.20590837304392	0.007	0.002	0.004	0.000
FGFR3	0.002	0.000	0.000	0.002	CC	PC	5.14513571663261	0.011	0.009	0.000	0.002
THBS4	0.007	0.007	0.000	0.000	-	-	5.10638006629967	0.011	0.011	0.000	0.000
EPHA6	0.015	0.015	0.000	0.000	-	-	5.0839648938973	0.084	0.084	0.000	0.000
HTT	0.011	0.011	0.000	0.000	-	-	5.07473330526831	0.027	0.027	0.000	0.000
PTK2B	0.013	0.007	0.004	0.002	-	-	5.07358624938279	0.029	0.018	0.011	0.002
PTPRZ1	0.013	0.013	0.000	0.000	-	-	5.06810806353226	0.102	0.102	0.000	0.000
FN1	0.020	0.020	0.000	0.000	-	PC	5.04318532570834	0.033	0.033	0.000	0.000
KCNQ3	0.031	0.020	0.000	0.011	-	-	5.01481003660857	0.033	0.020	0.000	0.013
ROBO2	0.042	0.040	0.002	0.000	-	-	5.00121515366152	0.093	0.091	0.002	0.000
COL4A4	0.011	0.011	0.000	0.000	-	-	4.98435693235344	0.040	0.040	0.000	0.000
FOXA1	0.007	0.000	0.000	0.007	-	PC	4.97060222203377	0.058	0.004	0.000	0.053
NFATC2	0.011	0.007	0.000	0.004	-	-	4.85976253462165	0.038	0.029	0.000	0.009
NOS3	0.011	0.011	0.000	0.000	-	-	4.84612172948521	0.020	0.020	0.000	0.000
CTNNA3	0.004	0.004	0.000	0.000	-	-	4.84513557325559	0.035	0.035	0.000	0.000
ACTC1	0.018	0.018	0.000	0.000	-	-	4.83627766126893	0.029	0.029	0.000	0.000
POLR3B	0.007	0.007	0.000	0.000	-	-	4.75914021181954	0.033	0.033	0.000	0.000
DSP	0.011	0.011	0.000	0.000	-	-	4.74129667902728	0.040	0.038	0.000	0.002
SHC3	0.007	0.007	0.000	0.000	-	-	4.74068457636877	0.018	0.018	0.000	0.000
CACNA1B	0.020	0.020	0.000	0.000	-	-	4.73183848617604	0.055	0.055	0.000	0.000
BLK	0.013	0.009	0.004	0.000	-	-	4.72864207555175	0.031	0.020	0.011	0.000
MCM10	0.004	0.004	0.000	0.000	-	-	4.707008310622	0.013	0.013	0.000	0.000
SDC2	0.011	0.002	0.000	0.009	-	-	4.68928788614633	0.018	0.002	0.000	0.015
ATN1	0.007	0.007	0.000	0.000	-	-	4.66945912499776	0.022	0.018	0.000	0.004
MAPK10	0.007	0.007	0.000	0.000	-	-	4.64403312191019	0.007	0.007	0.000	0.000
PGM5	0.009	0.009	0.000	0.000	-	-	4.64372764995853	0.024	0.024	0.000	0.000
RPSA	0.011	0.011	0.000	0.000	-	-	4.62311697908262	0.046	0.046	0.000	0.000
NFKB1	0.011	0.011	0.000	0.000	-	-	4.59490363804659	0.013	0.013	0.000	0.000
ABL1	0.009	0.009	0.000	0.000	CC	PC	4.59088663676961	0.013	0.013	0.000	0.000
C6	0.066	0.049	0.000	0.018	-	-	4.58042040408119	0.102	0.073	0.000	0.031
GATA1	0.004	0.002	0.000	0.002	CC	-	4.53145083014295	0.015	0.007	0.000	0.009
SMARCA4	0.022	0.022	0.000	0.000	CC	PC	4.47693791228569	0.073	0.071	0.002	0.000
ITGAD	0.022	0.022	0.000	0.000	-	-	4.46480518144141	0.071	0.071	0.000	0.000
VLDLR	0.011	0.007	0.002	0.002	-	-	4.43615126508202	0.011	0.007	0.002	0.002
PTK2	0.009	0.004	0.000	0.004	-	-	4.42605106318785	0.020	0.011	0.000	0.009
RAP2A	0.004	0.000	0.000	0.004	-	-	4.39918204137683	0.009	0.004	0.000	0.004
MYBPC2	0.004	0.004	0.000	0.000	-	-	4.38080984018327	0.015	0.015	0.000	0.000
COL12A1	0.015	0.015	0.000	0.000	-	-	4.37122107685453	0.100	0.100	0.000	0.000
JAK1	0.018	0.018	0.000	0.000	CC	-	4.36564176655522	0.033	0.033	0.000	0.000
TRPC6	0.015	0.013	0.000	0.002	-	-	4.31471937147223	0.042	0.038	0.000	0.004
COL3A1	0.009	0.009	0.000	0.000	-	-	4.29851141605298	0.106	0.104	0.000	0.002
SMAD2	0.009	0.004	0.002	0.002	-	PC	4.2837415898334	0.013	0.009	0.002	0.002
ITGB4	0.009	0.007	0.000	0.002	-	-	4.28257111080702	0.027	0.024	0.000	0.002
ADAMTS12	0.093	0.082	0.000	0.013	-	-	4.27824114006108	0.204	0.179	0.000	0.031
MAPK1	0.004	0.000	0.000	0.004	-	-	4.26318344491936	0.011	0.002	0.000	0.009
BRCA2	0.015	0.015	0.000	0.000	CC	PC	4.2571265808858	0.055	0.055	0.000	0.000
IRS1	0.009	0.009	0.000	0.000	-	-	4.22758963977591	0.040	0.040	0.000	0.000
MYH8	0.031	0.031	0.000	0.000	-	-	4.20804338616856	0.119	0.119	0.000	0.000
CDH10	0.020	0.018	0.000	0.002	-	-	4.13162893071401	0.173	0.159	0.000	0.015
PPARG	0.013	0.013	0.000	0.000	CC	-	4.13049246850212	0.015	0.015	0.000	0.000
EPHB2	0.015	0.015	0.000	0.000	-	-	4.11074728051763	0.022	0.022	0.000	0.000
EPAS1	0.015	0.013	0.000	0.002	-	-	4.09134074564985	0.027	0.024	0.000	0.002
PRKCA	0.009	0.009	0.000	0.000	-	-	4.08519126461856	0.013	0.013	0.000	0.000
USH2A	0.020	0.020	0.000	0.000	-	-	4.07275242078865	0.332	0.330	0.000	0.002
PAPPA2	0.027	0.027	0.000	0.000	-	-	4.06055953375102	0.210	0.208	0.000	0.002
COL19A1	0.011	0.011	0.000	0.000	-	-	4.03183281085358	0.066	0.066	0.000	0.000
IL4R	0.007	0.007	0.000	0.000	-	-	4.00445349091315	0.020	0.020	0.000	0.000
EPHA8	0.011	0.011	0.000	0.000	-	-	4.00092520618227	0.031	0.031	0.000	0.000
PVRL1	0.007	0.007	0.000	0.000	-	-	3.99116376725083	0.027	0.027	0.000	0.000
LOR	0.002	0.002	0.000	0.000	-	-	3.98246968790943	0.011	0.007	0.000	0.004
APP	0.002	0.002	0.000	0.000	-	-	3.98246968790943	0.015	0.015	0.000	0.000
MYLK	0.011	0.011	0.000	0.000	-	-	3.95422896270399	0.040	0.038	0.000	0.002
IGF1R	0.011	0.011	0.000	0.000	-	-	3.8611294198926	0.024	0.024	0.000	0.000
VEGFC	0.022	0.022	0.000	0.000	-	-	3.85418939124585	0.042	0.042	0.000	0.000
CHRNA1	0.011	0.011	0.000	0.000	-	-	3.82463700275183	0.029	0.029	0.000	0.000
PLAT	0.004	0.000	0.000	0.004	-	-	3.7755453879508	0.035	0.018	0.002	0.015
EPHB6	0.007	0.007	0.000	0.000	-	-	3.77392100161298	0.082	0.082	0.000	0.000
STK11	0.018	0.018	0.000	0.000	CC	PC	3.76309055023143	0.133	0.133	0.000	0.000
TEK	0.018	0.013	0.004	0.000	-	-	3.75300957215478	0.035	0.027	0.009	0.000
RHOBTB2	0.004	0.002	0.002	0.000	-	-	3.74830936581888	0.020	0.011	0.011	0.000
GRIA2	0.018	0.015	0.000	0.002	-	-	3.67945268291944	0.035	0.033	0.000	0.002
SEMA6D	0.033	0.033	0.000	0.000	-	-	3.67378158886395	0.066	0.066	0.000	0.000
ARNT	0.015	0.007	0.000	0.009	CC	-	3.65292401703185	0.027	0.011	0.000	0.015
PRIM2	0.018	0.018	0.000	0.000	-	-	3.64817315071965	0.049	0.046	0.002	0.000
PCDH11X	0.013	0.013	0.000	0.000	-	-	3.64345993607702	0.150	0.150	0.000	0.000
PRKG2	0.020	0.020	0.000	0.002	-	-	3.62409651484954	0.024	0.024	0.000	0.002
CACNA1D	0.011	0.011	0.000	0.000	-	-	3.5767536457655	0.031	0.031	0.000	0.000
CD4	0.007	0.007	0.000	0.000	-	-	3.55288765556866	0.035	0.031	0.000	0.004
DOK2	0.009	0.004	0.004	0.000	-	-	3.52382776919059	0.018	0.007	0.011	0.000
PRKCE	0.007	0.007	0.000	0.000	-	-	3.51724425333463	0.009	0.009	0.000	0.000
RASGRF1	0.015	0.015	0.000	0.000	-	-	3.50102759476086	0.018	0.018	0.000	0.000
NFASC	0.013	0.011	0.000	0.002	-	-	3.47858042581968	0.051	0.044	0.000	0.007
LRP6	0.004	0.004	0.000	0.000	-	-	3.47581203603851	0.031	0.027	0.002	0.002
SHC1	0.013	0.004	0.000	0.009	-	-	3.46918989807162	0.013	0.004	0.000	0.009
TRPC5	0.044	0.042	0.000	0.002	-	-	3.45966177779304	0.055	0.053	0.000	0.002
PVRL3	0.004	0.004	0.000	0.000	-	-	3.4193709860048	0.011	0.011	0.000	0.000
FGFR4	0.013	0.013	0.000	0.000	-	-	3.38400883530483	0.022	0.020	0.000	0.002
CRKL	0.009	0.007	0.000	0.002	-	-	3.38266897014248	0.011	0.007	0.000	0.004
NELL1	0.007	0.007	0.000	0.000	-	-	3.35761403979869	0.080	0.080	0.000	0.000
FLI1	0.007	0.007	0.000	0.000	CC	-	3.34994508936975	0.015	0.015	0.000	0.000
ITGB1	0.011	0.011	0.000	0.000	-	-	3.34534271127567	0.013	0.013	0.000	0.000
CACNA1F	0.007	0.004	0.000	0.002	-	-	3.34305575970176	0.062	0.053	0.000	0.009
CDH12	0.009	0.009	0.000	0.000	-	-	3.32986405053168	0.137	0.124	0.000	0.015
MYH15	0.002	0.002	0.000	0.000	-	-	3.3082811581896	0.038	0.038	0.000	0.000
CDKN2A	0.033	0.013	0.020	0.000	CC	PC	3.2901991061505	0.108	0.035	0.073	0.000
EGF	0.018	0.018	0.000	0.000	-	-	3.28989294016896	0.033	0.033	0.000	0.000
PDGFRB	0.011	0.011	0.000	0.000	CC	-	3.27493939500642	0.027	0.027	0.000	0.000
COL4A5	0.018	0.015	0.000	0.002	-	-	3.27080331710681	0.080	0.077	0.000	0.002
NFIC	0.011	0.007	0.002	0.002	-	-	3.27015612004297	0.020	0.015	0.002	0.002
ADCY8	0.009	0.007	0.000	0.002	-	-	3.24055382468085	0.084	0.069	0.000	0.015
HNF4A	0.020	0.020	0.000	0.000	-	-	3.23257283496959	0.042	0.042	0.000	0.000
ACTN1	0.009	0.009	0.000	0.000	-	-	3.1963571321136	0.013	0.013	0.000	0.000
TRPC1	0.007	0.007	0.000	0.000	-	-	3.18469195720306	0.015	0.015	0.000	0.000
ALK	0.020	0.020	0.000	0.000	CC	-	3.16505334073791	0.055	0.055	0.000	0.000
CCND1	0.002	0.000	0.000	0.002	CC	PC	3.16053132101555	0.015	0.007	0.000	0.009
POLE2	0.002	0.000	0.000	0.002	-	-	3.1560650789015	0.009	0.002	0.000	0.007
MYO5A	0.002	0.002	0.000	0.000	-	-	3.1560650789015	0.020	0.020	0.000	0.000
MMP7	0.002	0.002	0.000	0.000	-	-	3.1560650789015	0.013	0.011	0.000	0.002
KPNA5	0.002	0.002	0.000	0.000	-	-	3.1560650789015	0.004	0.004	0.000	0.000
CFL2	0.002	0.000	0.000	0.002	-	-	3.1560650789015	0.046	0.004	0.000	0.042
